ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2020-08-04T00:00:00.000000000Z,35,2,8493,301.430000000,303.250000000,300.630000000,303.210000000,362509,VOO
2020-08-05T00:00:00.000000000Z,35,2,8501,304.780000000,305.400000000,304.090000000,305.020000000,422789,VOO
2020-08-06T00:00:00.000000000Z,35,2,8502,305.130000000,307.320000000,303.480000000,307.030000000,492180,VOO
2020-08-07T00:00:00.000000000Z,35,2,8512,306.840000000,307.600000000,305.320000000,307.370000000,602775,VOO
2020-08-10T00:00:00.000000000Z,35,2,8512,307.390000000,308.500000000,305.950000000,308.090000000,377077,VOO
2020-08-11T00:00:00.000000000Z,35,2,8509,309.670000000,310.410000000,305.100000000,306.420000000,695026,VOO
2020-08-12T00:00:00.000000000Z,35,2,8513,308.350000000,310.810000000,307.960000000,309.730000000,526352,VOO
2020-08-13T00:00:00.000000000Z,35,2,8517,309.540000000,310.790000000,308.560000000,310.250000000,393807,VOO
2020-08-14T00:00:00.000000000Z,35,2,8526,308.700000000,310.010000000,307.930000000,309.100000000,310509,VOO
2020-08-17T00:00:00.000000000Z,35,2,8523,309.560000000,310.960000000,309.540000000,310.960000000,343742,VOO
2020-08-18T00:00:00.000000000Z,35,2,8520,310.940000000,311.560000000,309.280000000,311.420000000,281917,VOO
2020-08-19T00:00:00.000000000Z,35,2,8525,311.700000000,312.050000000,308.950000000,308.960000000,355192,VOO
2020-08-20T00:00:00.000000000Z,35,2,8529,308.830000000,311.430000000,307.900000000,311.430000000,486393,VOO
2020-08-21T00:00:00.000000000Z,35,2,8535,310.580000000,312.810000000,308.500000000,312.090000000,260893,VOO
2020-08-24T00:00:00.000000000Z,35,2,8528,313.500000000,315.590000000,313.370000000,315.540000000,216982,VOO
2020-08-25T00:00:00.000000000Z,35,2,8527,316.540000000,316.760000000,314.500000000,316.760000000,347248,VOO
2020-08-26T00:00:00.000000000Z,35,2,8529,316.490000000,320.100000000,316.250000000,319.400000000,505142,VOO
2020-08-27T00:00:00.000000000Z,35,2,8533,319.350000000,321.500000000,318.480000000,320.820000000,415762,VOO
2020-08-28T00:00:00.000000000Z,35,2,8537,320.850000000,322.400000000,319.940000000,322.390000000,641191,VOO
2020-08-31T00:00:00.000000000Z,35,2,8536,322.900000000,323.290000000,320.350000000,320.890000000,575549,VOO
2020-09-01T00:00:00.000000000Z,35,2,8537,322.540000000,324.490000000,320.940000000,324.490000000,509897,VOO
2020-09-02T00:00:00.000000000Z,35,2,8542,326.070000000,329.650000000,324.800000000,329.300000000,1151232,VOO
2020-09-03T00:00:00.000000000Z,35,2,8547,329.200000000,329.230000000,314.800000000,315.460000000,1384932,VOO
2020-09-04T00:00:00.000000000Z,35,2,8557,318.820000000,320.170000000,307.000000000,314.330000000,1050887,VOO
2020-09-08T00:00:00.000000000Z,35,2,8556,315.420000000,315.420000000,303.000000000,305.290000000,853413,VOO
2020-09-09T00:00:00.000000000Z,35,2,8557,308.790000000,314.680000000,308.010000000,313.090000000,725045,VOO
2020-09-10T00:00:00.000000000Z,35,2,8562,310.810000000,314.710000000,305.860000000,307.630000000,731683,VOO
2020-09-11T00:00:00.000000000Z,35,2,8571,309.910000000,309.910000000,304.150000000,306.750000000,1161036,VOO
2020-09-14T00:00:00.000000000Z,35,2,8575,311.000000000,312.750000000,309.360000000,310.970000000,640899,VOO
2020-09-15T00:00:00.000000000Z,35,2,8577,311.970000000,314.250000000,311.520000000,312.420000000,414568,VOO
2020-09-16T00:00:00.000000000Z,35,2,8590,314.390000000,315.240000000,311.070000000,311.870000000,558447,VOO
2020-09-17T00:00:00.000000000Z,35,2,8611,307.370000000,310.270000000,305.800000000,308.930000000,727786,VOO
2020-09-18T00:00:00.000000000Z,35,2,8621,308.620000000,310.000000000,302.550000000,305.560000000,908093,VOO
2020-09-21T00:00:00.000000000Z,35,2,8632,302.520000000,302.550000000,296.830000000,302.260000000,887798,VOO
2020-09-22T00:00:00.000000000Z,35,2,8634,301.530000000,305.240000000,300.670000000,304.570000000,542844,VOO
2020-09-23T00:00:00.000000000Z,35,2,8646,305.350000000,305.980000000,296.310000000,296.800000000,612176,VOO
2020-09-24T00:00:00.000000000Z,35,2,8655,297.180000000,301.460000000,295.040000000,300.010000000,681813,VOO
2020-09-25T00:00:00.000000000Z,35,2,8673,298.880000000,304.040000000,296.070000000,303.000000000,538977,VOO
2020-09-28T00:00:00.000000000Z,35,2,8651,306.000000000,309.360000000,306.000000000,309.330000000,387622,VOO
2020-09-29T00:00:00.000000000Z,35,2,8652,306.310000000,307.510000000,304.670000000,306.420000000,344876,VOO
2020-09-30T00:00:00.000000000Z,35,2,8657,303.920000000,310.740000000,302.990000000,308.610000000,768010,VOO
2020-10-01T00:00:00.000000000Z,35,2,8672,310.490000000,311.140000000,307.790000000,309.650000000,583409,VOO
2020-10-02T00:00:00.000000000Z,35,2,8681,305.820000000,308.580000000,303.600000000,305.010000000,639896,VOO
2020-10-05T00:00:00.000000000Z,35,2,8689,308.400000000,312.300000000,308.300000000,311.490000000,355620,VOO
2020-10-06T00:00:00.000000000Z,35,2,8691,310.850000000,314.300000000,306.140000000,307.500000000,639417,VOO
2020-10-07T00:00:00.000000000Z,35,2,8698,309.840000000,313.830000000,309.510000000,313.640000000,285530,VOO
2020-10-08T00:00:00.000000000Z,35,2,8711,314.600000000,317.350000000,313.870000000,317.210000000,419488,VOO
2020-10-09T00:00:00.000000000Z,35,2,8722,317.050000000,319.580000000,316.650000000,318.580000000,402634,VOO
2020-10-12T00:00:00.000000000Z,35,2,8723,320.020000000,325.210000000,319.940000000,324.380000000,346995,VOO
2020-10-13T00:00:00.000000000Z,35,2,8724,322.850000000,324.270000000,320.710000000,322.220000000,386559,VOO
2020-10-14T00:00:00.000000000Z,35,2,8721,323.180000000,323.300000000,318.920000000,319.930000000,396721,VOO
2020-10-15T00:00:00.000000000Z,35,2,8733,317.940000000,320.120000000,315.250000000,320.120000000,500830,VOO
2020-10-16T00:00:00.000000000Z,35,2,8745,319.260000000,322.190000000,317.980000000,318.310000000,293457,VOO
2020-10-19T00:00:00.000000000Z,35,2,8743,320.650000000,321.020000000,313.380000000,315.900000000,483456,VOO
2020-10-20T00:00:00.000000000Z,35,2,8743,316.140000000,318.670000000,314.160000000,316.300000000,548101,VOO
2020-10-21T00:00:00.000000000Z,35,2,8758,315.480000000,317.500000000,312.750000000,313.190000000,420869,VOO
2020-10-22T00:00:00.000000000Z,35,2,8762,314.260000000,317.170000000,312.970000000,316.670000000,454925,VOO
2020-10-23T00:00:00.000000000Z,35,2,8770,317.560000000,317.910000000,315.270000000,317.490000000,261587,VOO
2020-10-26T00:00:00.000000000Z,35,2,8767,313.760000000,315.100000000,308.350000000,311.860000000,547910,VOO
2020-10-27T00:00:00.000000000Z,35,2,8774,311.950000000,313.260000000,308.610000000,309.000000000,392878,VOO
2020-10-28T00:00:00.000000000Z,35,2,8785,308.470000000,308.470000000,299.640000000,301.400000000,988285,VOO
2020-10-29T00:00:00.000000000Z,35,2,8794,302.620000000,306.250000000,298.690000000,300.960000000,890420,VOO
2020-10-30T00:00:00.000000000Z,35,2,8801,298.430000000,302.850000000,296.370000000,301.010000000,1059287,VOO
2020-11-02T00:00:00.000000000Z,35,2,8797,302.190000000,305.320000000,300.630000000,303.910000000,892773,VOO
2020-11-03T00:00:00.000000000Z,35,2,8800,306.410000000,311.770000000,306.080000000,310.920000000,683930,VOO
2020-11-04T00:00:00.000000000Z,35,2,8798,310.030000000,319.650000000,308.840000000,315.610000000,1280725,VOO
2020-11-05T00:00:00.000000000Z,35,2,8802,319.380000000,323.550000000,319.200000000,321.080000000,877923,VOO
2020-11-06T00:00:00.000000000Z,35,2,8803,319.560000000,323.250000000,318.070000000,322.000000000,482159,VOO
2020-11-09T00:00:00.000000000Z,35,2,8804,326.340000000,336.960000000,325.280000000,326.410000000,1557854,VOO
2020-11-10T00:00:00.000000000Z,35,2,8812,325.800000000,326.450000000,322.050000000,324.980000000,828273,VOO
2020-11-11T00:00:00.000000000Z,35,2,8814,327.260000000,328.630000000,326.230000000,327.940000000,427200,VOO
2020-11-12T00:00:00.000000000Z,35,2,8818,326.000000000,327.650000000,322.740000000,324.700000000,386679,VOO
2020-11-13T00:00:00.000000000Z,35,2,8829,326.490000000,329.720000000,325.890000000,329.120000000,266286,VOO
2020-11-16T00:00:00.000000000Z,35,2,8836,331.280000000,333.500000000,330.420000000,332.870000000,437397,VOO
2020-11-17T00:00:00.000000000Z,35,2,8840,331.780000000,332.520000000,329.290000000,331.480000000,369175,VOO
2020-11-18T00:00:00.000000000Z,35,2,8843,330.940000000,332.400000000,326.870000000,327.610000000,315912,VOO
2020-11-19T00:00:00.000000000Z,35,2,8861,325.910000000,329.100000000,325.390000000,326.050000000,321106,VOO
2020-11-20T00:00:00.000000000Z,35,2,8873,328.150000000,328.740000000,325.570000000,326.500000000,265166,VOO
2020-11-23T00:00:00.000000000Z,35,2,8886,328.560000000,330.280000000,326.060000000,329.970000000,368181,VOO
2020-11-24T00:00:00.000000000Z,35,2,8891,330.720000000,334.370000000,330.140000000,334.330000000,455434,VOO
2020-11-25T00:00:00.000000000Z,35,2,8899,333.770000000,334.020000000,332.200000000,333.470000000,369628,VOO
2020-11-27T00:00:00.000000000Z,35,2,8908,333.980000000,334.610000000,333.170000000,334.270000000,143844,VOO
2020-11-30T00:00:00.000000000Z,35,2,8916,332.990000000,334.290000000,330.010000000,334.290000000,653932,VOO
2020-12-01T00:00:00.000000000Z,35,2,8917,336.040000000,337.810000000,335.320000000,335.630000000,600179,VOO
2020-12-02T00:00:00.000000000Z,35,2,8925,335.550000000,337.850000000,334.660000000,337.000000000,394614,VOO
2020-12-03T00:00:00.000000000Z,35,2,8936,336.580000000,338.290000000,335.880000000,337.340000000,383591,VOO
2020-12-04T00:00:00.000000000Z,35,2,8938,337.690000000,339.870000000,337.280000000,339.400000000,447832,VOO
2020-12-07T00:00:00.000000000Z,35,2,8941,337.640000000,339.640000000,337.590000000,338.320000000,269706,VOO
2020-12-08T00:00:00.000000000Z,35,2,8952,338.560000000,341.180000000,336.810000000,340.720000000,246580,VOO
2020-12-09T00:00:00.000000000Z,35,2,8964,341.150000000,341.180000000,336.290000000,337.630000000,473603,VOO
2020-12-10T00:00:00.000000000Z,35,2,8970,337.470000000,338.040000000,334.870000000,337.430000000,561106,VOO
2020-12-11T00:00:00.000000000Z,35,2,8985,335.130000000,336.800000000,333.770000000,336.510000000,432786,VOO
2020-12-14T00:00:00.000000000Z,35,2,8986,338.210000000,339.790000000,334.880000000,335.530000000,382588,VOO
2020-12-15T00:00:00.000000000Z,35,2,8992,337.070000000,339.800000000,336.250000000,339.270000000,486506,VOO
2020-12-16T00:00:00.000000000Z,35,2,8993,340.110000000,341.010000000,338.990000000,340.320000000,353462,VOO
2020-12-17T00:00:00.000000000Z,35,2,8998,341.950000000,342.250000000,340.920000000,342.080000000,353340,VOO
2020-12-18T00:00:00.000000000Z,35,2,9010,342.130000000,342.650000000,338.700000000,342.000000000,1562637,VOO
2020-12-21T00:00:00.000000000Z,35,2,9010,340.200000000,340.380000000,334.100000000,339.390000000,495161,VOO
2020-12-22T00:00:00.000000000Z,35,2,9009,338.330000000,339.070000000,336.450000000,337.560000000,415699,VOO
2020-12-23T00:00:00.000000000Z,35,2,9017,338.120000000,339.740000000,337.400000000,338.100000000,486996,VOO
2020-12-24T00:00:00.000000000Z,35,2,9016,338.640000000,339.260000000,337.770000000,339.260000000,325208,VOO
2020-12-28T00:00:00.000000000Z,35,2,9017,340.850000000,342.500000000,340.850000000,342.500000000,343285,VOO
2020-12-29T00:00:00.000000000Z,35,2,9020,343.730000000,343.730000000,340.870000000,341.400000000,383818,VOO
2020-12-30T00:00:00.000000000Z,35,2,9021,342.190000000,342.910000000,341.570000000,342.080000000,238272,VOO
2020-12-31T00:00:00.000000000Z,35,2,9022,341.260000000,344.360000000,341.240000000,343.930000000,481242,VOO
2021-01-04T00:00:00.000000000Z,35,2,9034,345.250000000,346.180000000,335.370000000,338.850000000,926053,VOO
2021-01-05T00:00:00.000000000Z,35,2,9040,339.330000000,342.370000000,337.350000000,341.130000000,440559,VOO
2021-01-06T00:00:00.000000000Z,35,2,9044,338.440000000,346.510000000,338.440000000,344.360000000,849560,VOO
2021-01-07T00:00:00.000000000Z,35,2,9055,345.380000000,349.190000000,344.230000000,348.290000000,571970,VOO
2021-01-08T00:00:00.000000000Z,35,2,9072,349.400000000,351.510000000,346.640000000,351.510000000,577373,VOO
2021-01-11T00:00:00.000000000Z,35,2,9077,348.660000000,349.820000000,346.800000000,348.460000000,428943,VOO
2021-01-12T00:00:00.000000000Z,35,2,9091,348.670000000,349.250000000,345.970000000,348.320000000,373342,VOO
2021-01-13T00:00:00.000000000Z,35,2,9100,348.600000000,350.060000000,346.950000000,349.550000000,325164,VOO
2021-01-14T00:00:00.000000000Z,35,2,9110,349.950000000,350.320000000,347.550000000,348.300000000,512965,VOO
2021-01-15T00:00:00.000000000Z,35,2,9124,346.990000000,347.180000000,343.530000000,345.370000000,697554,VOO
2021-01-19T00:00:00.000000000Z,35,2,9123,347.340000000,349.050000000,346.360000000,349.000000000,471045,VOO
2021-01-20T00:00:00.000000000Z,35,2,9125,348.960000000,353.690000000,348.800000000,353.360000000,490298,VOO
2021-01-21T00:00:00.000000000Z,35,2,9128,353.600000000,353.840000000,352.330000000,352.870000000,380507,VOO
2021-01-22T00:00:00.000000000Z,35,2,9140,351.550000000,353.040000000,350.220000000,351.700000000,208226,VOO
2021-01-25T00:00:00.000000000Z,35,2,9151,353.120000000,353.660000000,347.930000000,353.060000000,601906,VOO
2021-01-26T00:00:00.000000000Z,35,2,9168,352.800000000,354.630000000,352.550000000,353.000000000,358977,VOO
2021-01-27T00:00:00.000000000Z,35,2,9183,352.300000000,352.700000000,340.150000000,340.150000000,867693,VOO
2021-01-28T00:00:00.000000000Z,35,2,9195,340.740000000,351.060000000,340.420000000,345.620000000,673150,VOO
2021-01-29T00:00:00.000000000Z,35,2,9216,343.730000000,346.340000000,338.550000000,339.450000000,978231,VOO
2021-02-01T00:00:00.000000000Z,35,2,9226,343.010000000,346.850000000,341.430000000,346.250000000,703144,VOO
2021-02-02T00:00:00.000000000Z,35,2,9234,348.360000000,352.350000000,348.300000000,351.400000000,391293,VOO
2021-02-03T00:00:00.000000000Z,35,2,9242,352.300000000,352.800000000,349.880000000,352.000000000,410201,VOO
2021-02-04T00:00:00.000000000Z,35,2,9263,351.840000000,355.390000000,351.220000000,355.090000000,371449,VOO
2021-02-05T00:00:00.000000000Z,35,2,9296,355.880000000,357.110000000,355.320000000,356.500000000,302514,VOO
2021-02-08T00:00:00.000000000Z,35,2,9304,357.290000000,359.200000000,357.080000000,359.000000000,289014,VOO
2021-02-09T00:00:00.000000000Z,35,2,9319,358.820000000,359.350000000,357.800000000,359.080000000,214979,VOO
2021-02-10T00:00:00.000000000Z,35,2,9331,360.110000000,360.680000000,356.280000000,358.780000000,355667,VOO
2021-02-11T00:00:00.000000000Z,35,2,9340,359.620000000,360.040000000,356.850000000,359.180000000,237608,VOO
2021-02-12T00:00:00.000000000Z,35,2,9351,358.030000000,361.510000000,358.030000000,360.900000000,325365,VOO
2021-02-16T00:00:00.000000000Z,35,2,9351,362.840000000,363.050000000,359.980000000,360.100000000,292229,VOO
2021-02-17T00:00:00.000000000Z,35,2,9367,360.650000000,361.000000000,357.940000000,360.940000000,344853,VOO
2021-02-18T00:00:00.000000000Z,35,2,9372,360.110000000,360.110000000,356.490000000,358.630000000,443127,VOO
2021-02-19T00:00:00.000000000Z,35,2,9382,359.340000000,361.000000000,357.990000000,358.500000000,301916,VOO
2021-02-22T00:00:00.000000000Z,35,2,9384,355.230000000,358.190000000,355.230000000,356.350000000,371878,VOO
2021-02-23T00:00:00.000000000Z,35,2,9393,355.390000000,357.550000000,349.560000000,356.190000000,764305,VOO
2021-02-24T00:00:00.000000000Z,35,2,9403,356.220000000,361.200000000,354.230000000,361.180000000,513405,VOO
2021-02-25T00:00:00.000000000Z,35,2,9416,359.870000000,360.370000000,350.070000000,351.000000000,1827697,VOO
2021-02-26T00:00:00.000000000Z,35,2,9432,352.730000000,354.460000000,347.780000000,350.000000000,1660834,VOO
2021-03-01T00:00:00.000000000Z,35,2,9461,354.090000000,359.390000000,353.140000000,358.800000000,789488,VOO
2021-03-02T00:00:00.000000000Z,35,2,9480,355.710000000,358.620000000,355.160000000,356.310000000,1157502,VOO
2021-03-03T00:00:00.000000000Z,35,2,9490,357.380000000,357.990000000,348.750000000,348.750000000,1676708,VOO
2021-03-04T00:00:00.000000000Z,35,2,9504,350.140000000,353.000000000,341.870000000,345.500000000,1447997,VOO
2021-03-05T00:00:00.000000000Z,35,2,9529,344.770000000,353.720000000,342.580000000,352.800000000,1626928,VOO
2021-03-08T00:00:00.000000000Z,35,2,9541,350.510000000,356.400000000,349.020000000,352.680000000,1984515,VOO
2021-03-09T00:00:00.000000000Z,35,2,9544,354.390000000,358.460000000,353.890000000,356.070000000,699147,VOO
2021-03-10T00:00:00.000000000Z,35,2,9557,356.260000000,359.840000000,355.230000000,358.400000000,1653406,VOO
2021-03-11T00:00:00.000000000Z,35,2,9571,360.620000000,363.760000000,360.050000000,362.310000000,715555,VOO
2021-03-12T00:00:00.000000000Z,35,2,9589,359.630000000,362.670000000,359.460000000,362.300000000,1253684,VOO
2021-03-15T00:00:00.000000000Z,35,2,9603,362.190000000,364.750000000,360.460000000,364.000000000,637062,VOO
2021-03-16T00:00:00.000000000Z,35,2,9610,364.490000000,365.780000000,363.250000000,364.450000000,967606,VOO
2021-03-17T00:00:00.000000000Z,35,2,9621,364.150000000,366.050000000,361.620000000,365.970000000,1267343,VOO
2021-03-18T00:00:00.000000000Z,35,2,9645,364.000000000,364.770000000,359.280000000,360.230000000,1122668,VOO
2021-03-19T00:00:00.000000000Z,35,2,9662,361.000000000,361.340000000,357.130000000,359.000000000,1116538,VOO
2021-03-22T00:00:00.000000000Z,35,2,9674,358.410000000,363.500000000,358.410000000,362.750000000,718860,VOO
2021-03-23T00:00:00.000000000Z,35,2,9686,361.350000000,362.940000000,358.510000000,359.210000000,1144729,VOO
2021-03-24T00:00:00.000000000Z,35,2,9702,359.250000000,362.260000000,357.320000000,358.050000000,941373,VOO
2021-03-25T00:00:00.000000000Z,35,2,9725,357.880000000,360.340000000,354.140000000,360.090000000,1508980,VOO
2021-03-26T00:00:00.000000000Z,35,2,9748,359.560000000,364.480000000,358.540000000,363.530000000,793362,VOO
2021-03-29T00:00:00.000000000Z,35,2,9779,362.080000000,364.680000000,361.080000000,364.070000000,813679,VOO
2021-03-30T00:00:00.000000000Z,35,2,9794,363.600000000,363.740000000,361.290000000,362.680000000,832045,VOO
2021-03-31T00:00:00.000000000Z,35,2,9795,362.390000000,365.830000000,362.130000000,364.540000000,961040,VOO
2021-04-01T00:00:00.000000000Z,35,2,9811,365.570000000,368.800000000,365.260000000,368.800000000,919319,VOO
2021-04-05T00:00:00.000000000Z,35,2,9835,369.590000000,374.080000000,369.590000000,373.960000000,621666,VOO
2021-04-06T00:00:00.000000000Z,35,2,9837,372.640000000,374.330000000,372.340000000,373.880000000,565886,VOO
2021-04-07T00:00:00.000000000Z,35,2,9837,373.640000000,374.760000000,372.570000000,374.760000000,444828,VOO
2021-04-08T00:00:00.000000000Z,35,2,9838,375.110000000,376.430000000,374.070000000,376.430000000,544979,VOO
2021-04-09T00:00:00.000000000Z,35,2,9853,375.670000000,378.405000000,374.840000000,377.750000000,389221,VOO
2021-04-12T00:00:00.000000000Z,35,2,9866,377.480000000,378.660000000,377.070000000,378.500000000,500095,VOO
2021-04-13T00:00:00.000000000Z,35,2,9870,378.530000000,380.120000000,376.660000000,379.310000000,438437,VOO
2021-04-14T00:00:00.000000000Z,35,2,9873,379.930000000,380.510000000,377.700000000,378.560000000,461693,VOO
2021-04-15T00:00:00.000000000Z,35,2,9887,379.860000000,382.540000000,379.780000000,382.240000000,572049,VOO
2021-04-16T00:00:00.000000000Z,35,2,9900,381.880000000,384.140000000,381.700000000,383.200000000,479379,VOO
2021-04-19T00:00:00.000000000Z,35,2,9929,383.170000000,383.300000000,380.370000000,382.150000000,724660,VOO
2021-04-20T00:00:00.000000000Z,35,2,9931,381.890000000,381.920000000,377.470000000,378.500000000,709374,VOO
2021-04-21T00:00:00.000000000Z,35,2,9934,379.150000000,382.650000000,377.930000000,381.520000000,597909,VOO
2021-04-22T00:00:00.000000000Z,35,2,9965,382.080000000,383.110000000,377.960000000,379.310000000,625189,VOO
2021-04-23T00:00:00.000000000Z,35,2,9963,379.870000000,384.440000000,379.350000000,382.710000000,509033,VOO
2021-04-26T00:00:00.000000000Z,35,2,9986,383.120000000,384.450000000,382.500000000,384.140000000,411462,VOO
2021-04-27T00:00:00.000000000Z,35,2,9989,384.150000000,384.400000000,382.720000000,383.960000000,600126,VOO
2021-04-28T00:00:00.000000000Z,35,2,9995,383.830000000,385.170000000,383.240000000,384.660000000,663374,VOO
2021-04-29T00:00:00.000000000Z,35,2,10005,385.900000000,386.720000000,382.810000000,385.460000000,836559,VOO
2021-04-30T00:00:00.000000000Z,35,2,10020,385.060000000,385.130000000,382.730000000,383.800000000,891139,VOO
2021-05-03T00:00:00.000000000Z,35,2,10042,385.240000000,385.940000000,383.800000000,383.870000000,737652,VOO
2021-05-04T00:00:00.000000000Z,35,2,10046,383.670000000,384.140000000,378.450000000,382.010000000,1113786,VOO
2021-05-05T00:00:00.000000000Z,35,2,10050,382.910000000,383.910000000,381.460000000,381.850000000,807022,VOO
2021-05-06T00:00:00.000000000Z,35,2,10065,382.680000000,385.500000000,380.270000000,385.270000000,957030,VOO
2021-05-07T00:00:00.000000000Z,35,2,10076,385.330000000,388.670000000,385.330000000,388.400000000,656670,VOO
2021-05-10T00:00:00.000000000Z,35,2,10095,388.240000000,388.710000000,383.240000000,384.110000000,866288,VOO
2021-05-11T00:00:00.000000000Z,35,2,10104,381.630000000,381.820000000,376.950000000,380.800000000,1377824,VOO
2021-05-12T00:00:00.000000000Z,35,2,10106,380.590000000,380.670000000,372.130000000,373.330000000,1542112,VOO
2021-05-13T00:00:00.000000000Z,35,2,10132,371.320000000,379.040000000,370.200000000,377.880000000,1409876,VOO
2021-05-14T00:00:00.000000000Z,35,2,10151,379.030000000,383.800000000,378.860000000,383.300000000,765336,VOO
2021-05-17T00:00:00.000000000Z,35,2,10153,382.190000000,382.750000000,380.000000000,382.590000000,761549,VOO
2021-05-18T00:00:00.000000000Z,35,2,10166,383.460000000,383.460000000,377.750000000,377.780000000,603700,VOO
2021-05-19T00:00:00.000000000Z,35,2,10173,376.330000000,377.880000000,372.620000000,376.800000000,1079477,VOO
2021-05-20T00:00:00.000000000Z,35,2,10181,377.230000000,382.990000000,375.300000000,382.040000000,766473,VOO
2021-05-21T00:00:00.000000000Z,35,2,10189,382.000000000,384.450000000,381.010000000,381.900000000,768805,VOO
2021-05-24T00:00:00.000000000Z,35,2,10192,383.200000000,386.400000000,382.970000000,386.040000000,456751,VOO
2021-05-25T00:00:00.000000000Z,35,2,10194,386.430000000,386.760000000,383.940000000,385.150000000,631468,VOO
2021-05-26T00:00:00.000000000Z,35,2,10210,385.510000000,386.120000000,384.070000000,385.150000000,463556,VOO
2021-05-27T00:00:00.000000000Z,35,2,10215,384.600000000,387.190000000,384.000000000,387.170000000,573156,VOO
2021-05-28T00:00:00.000000000Z,35,2,10225,386.990000000,387.390000000,385.950000000,386.210000000,609880,VOO
2021-06-01T00:00:00.000000000Z,35,2,10223,387.590000000,388.610000000,385.060000000,385.310000000,593720,VOO
2021-06-02T00:00:00.000000000Z,35,2,10221,385.610000000,387.250000000,385.280000000,386.510000000,587521,VOO
2021-06-03T00:00:00.000000000Z,35,2,10219,385.780000000,386.140000000,382.700000000,384.610000000,554464,VOO
2021-06-04T00:00:00.000000000Z,35,2,10218,385.150000000,388.800000000,384.600000000,388.260000000,279943,VOO
2021-06-07T00:00:00.000000000Z,35,2,10222,387.860000000,388.850000000,387.270000000,388.480000000,324194,VOO
2021-06-08T00:00:00.000000000Z,35,2,10226,388.000000000,389.190000000,386.450000000,388.390000000,365290,VOO
2021-06-09T00:00:00.000000000Z,35,2,10231,388.370000000,389.120000000,387.300000000,387.830000000,418579,VOO
2021-06-10T00:00:00.000000000Z,35,2,10235,387.510000000,390.370000000,386.920000000,389.480000000,440315,VOO
2021-06-11T00:00:00.000000000Z,35,2,10238,389.460000000,390.270000000,388.730000000,390.100000000,403374,VOO
2021-06-14T00:00:00.000000000Z,35,2,10243,390.390000000,391.110000000,389.000000000,390.810000000,291173,VOO
2021-06-15T00:00:00.000000000Z,35,2,10246,391.420000000,391.560000000,389.410000000,390.210000000,386025,VOO
